Name of Entity,Start Date of Breach,Individuals Affected,State Reported,Data Stolen,Date Notice Provided to Consumers,Date(s) of Discovery of Breach,Dates of Breach,Details,End Date of Breach,Entity Type,Industry,Link to PDF,Location of Breached Information,Parent Company,Reported Date,Type of Breach,Website
"avis budget portugal, sovial - sociedade de viatruas de aluguer, lda., r. prof. fernando da fonseca, edificio visconde de alvalade-616",4/4/18-9/26/18,1.0,['Maine'],UNK,2018-10-25 00:00:00,,4/4/18-9/26/18,,,,,,,,,7,
awashington national insurance company,2015-09-08 00:00:00,1.0,['Maryland'],UNK,,,9/8/2015,,,,,,,,,1,
axa equitable life insurance company,2018-11-01 00:00:00,33700.0,['Indiana'],UNK,2018-11-21 00:00:00,,2018-11-01 00:00:00,,,,Insurance: Life & Health,,,,,7,axaequitableholdings.com
"axogen, inc.",2016-05-06 00:00:00,2.0,['Maryland'],UNK,,,5/6/2016,,,,,,,,,1,
azusa pacific university,11/17/14 (discovered 11/18/14),1.0,['Maine'],UNK,2014-12-22 00:00:00,,11/17/14 (discovered 11/18/14),,,,,,,,,7,
"b&g foods, inc.",2013-11-16 00:00:00,,['California'],UNK,,,11/16/2013,,,,Food,https://oag.ca.gov/ecrime/databreach/reports/sb24-43417,,,2013-12-03 00:00:00,7,www.bgfoods.com
"b. lane, inc. dba fashion to figure",2015-11-12 00:00:00,1720.0,['Maryland'],UNK,,,11/12/2015,,,,,,,,,1,
"b. lane, inc., a delaware corporation d/b/a fashion to figure",2015-05-19 00:00:00,,['California'],UNK,,,05/19/2015,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-58851,,,2015-11-13 00:00:00,7,
b.c.zieglerandcompany,2017-02-23 00:00:00,145.0,['Indiana'],UNK,2017-02-27 00:00:00,,2017-02-23 00:00:00,,,,,,,,,7,
b.c.zieglerandcompany,2017-02-28 00:00:00,5.0,['Maryland'],UNK,,,2/28/2017,,,,,,,,,1,
b3 solutions,2016-04-20 00:00:00,155.0,['Maryland'],UNK,,,4/20/2016,,,,,,,,,1,
b3solutionsllc,2016-02-24 00:00:00,226.0,['Indiana'],UNK,2016-04-20 00:00:00,,2016-02-24 00:00:00,,,,Business services,,,,,7,ADP.com
"babson college, ",2013-07-17 00:00:00,,['New Hampshire'],UNK,,,"July 17, 2013",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/babson-college-20130717.pdf,,,,7,
"babson college, ",2017-01-31 00:00:00,,['New Hampshire'],UNK,,,"January 31, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/babson-college-20170131.pdf,,,,7,
backcountry gear,2014-04-27 00:00:00,,['California'],UNK,,,04/27/2014,,,,"Ecommerce, Outdoor Industry",https://oag.ca.gov/ecrime/databreach/reports/sb24-46047,,,2014-07-28 00:00:00,7,Backcountry.com
backcountry gear,2016-09-26 00:00:00,2177.0,['Indiana'],UNK,2016-11-23 00:00:00,,2016-09-26 00:00:00,,,,"Ecommerce, Outdoor Industry",,,,,7,Backcountry.com
backcountry gear,2016-11-23 00:00:00,,['Maryland'],UNK,,,11/23/2016,,,,"Ecommerce, Outdoor Industry",,,,,7,Backcountry.com
backcountry gear,4/27/2014 and discovered 7/23/14,32.0,['Maine'],UNK,2014-07-28 00:00:00,,4/27/2014 and discovered 7/23/14,,,,"Ecommerce, Outdoor Industry",,,,,7,Backcountry.com
backcountry gear; (800) 953-5499,Discovered 11/4/16,11.0,['Maine'],UNK,2016-11-23 00:00:00,,Discovered 11/4/16,,,,,,,,,7,
backcountryedgeinc,11/24/18,643.0,['Maine'],UNK,12/6/18,11/26/18,11/24/18,,,Other Commercial ,,,,,,7,eddiebauer.com
backcountryedgeinc,2018-11-24 00:00:00,643.0,['Indiana'],UNK,2018-12-11 00:00:00,,2018-11-24 00:00:00,,,,,,,,,7,
backcountryedgeinc,2018-12-05 00:00:00,,['New Hampshire'],UNK,,,"December 05, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/backcountry-edge-20181205.pdf,,,,7,eddiebauer.com
backcountryedgeinc,2018-12-06 00:00:00,6.0,['Maryland'],UNK,,,12/6/2018,,,,,,,,,1,eddiebauer.com
bacon & co. cpa's llc (email),11/30/16 to 2/20/17,4.0,['Maine'],UNK,2017-03-16 00:00:00,,11/30/16 to 2/20/17,,,,,,,,,7,
"bacon & company cpas, llc, ",2017-03-16 00:00:00,,['New Hampshire'],UNK,,,"March 16, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/bacon-company-20170316.pdf,,,,7,
badgerdaylightingltd.,2018-01-31 00:00:00,92.0,['Indiana'],UNK,2018-03-05 00:00:00,,2018-01-31 00:00:00,,,,,,,,,7,badgerinc.com
badgerdaylightingltd.,2018-03-06 00:00:00,5.0,['Maryland'],UNK,,,3/6/2018,,,,,,,,,6,badgerinc.com
"bae systems information and electronic systems integration, inc.",Unknown - discovered 2015,1.0,['Maine'],UNK,2015-06-03 00:00:00,,Unknown - discovered 2015,,,,,,,,,7,
bae systems shared services inc.,2015-02-20 00:00:00,4.0,['Maryland'],UNK,,,2/20/2015,,,,"Aerospace, Arms industry, Information security",,,,,1,baesystems.com
"bae systems, ",2015-06-04 00:00:00,,['New Hampshire'],UNK,,,"June 04, 2015",,,,"Aerospace, Arms industry, Information security",https://www.doj.nh.gov/consumer/security-breaches/documents/bae-systems-20150604.pdf,,,,7,baesystems.com
bahia hotel lodging,2016-02-01 00:00:00,1.0,['Maine'],UNK,2016-03-14 00:00:00,,2016-02-01 00:00:00,,,,,,,,,7,
bailey&#39;s,2016-02-01 00:00:00,231.0,['Maryland'],UNK,,,2/1/2016,,,,,,,,,7,
bailey's inc,2013-01-01 00:00:00,,['California'],UNK,,,01/01/2013,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-60483,,,2016-03-14 00:00:00,7,www.ringling.com
bailey's inc,2015-09-25 00:00:00,15000.0,['Indiana'],UNK,2016-01-27 00:00:00,,2015-09-25 00:00:00,,,,,,,,,7,www.ringling.com
bailey's inc,2016-08-01 00:00:00,44.0,['Maine'],UNK,2016-09-23 00:00:00,,2016-08-01 00:00:00,,,,,,,,,7,www.ringling.com
bailey's inc,"started 9/25/15, confirmed 1/11/16 and stopped on 1/13/16",225.0,['Maine'],UNK,2016-02-02 00:00:00,,"started 9/25/15, confirmed 1/11/16 and stopped on 1/13/16",,,,,,,,,7,
bailey's online,2011-12-01 00:00:00,,['Washington'],UNK,,,12/01/2011 to 01/26/2016,,2016-01-26 00:00:00,,,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Bailey%27sUPDATE2016-03-14.pdf,,,2016-03-14 00:00:00,7,
baileys,2015-09-25 00:00:00,,"['Oregon', 'Washington']",UNK,,2016-01-11 00:00:00,9/25/2015 - 1/13/2016,,2016-01-13 00:00:00,,,,,,2016-03-02 00:00:00,7,baileys.com
baileys,9/25/2015,,['Oregon'],UNK,,"Monday, January 11, 2016",9/25/2015 - 1/13/2016,,1/13/2016,,,,,,03/02/2016,7,baileys.com
"baileysonline.com, ",2016-03-14 00:00:00,,['New Hampshire'],UNK,,,"March 14, 2016",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/bailyes-online-20160314.pdf,,,,7,
"baja bound insurance services, inc.",2015-12-16 00:00:00,1143.0,"['California', 'Indiana']",UNK,,,12/16/2015,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-60000,,,2016-02-08 00:00:00,7,
"baja bound insurance services, inc.",2016-02-08 00:00:00,3.0,['Maryland'],UNK,,,2/8/2016,,,,,,,,,1,
"baker tilly virchow krause, llp",2017-07-07 00:00:00,1.0,['Maryland'],UNK,,,7/7/2017,,,,Professional services,,,,,6,www.bakertilly.com
bakeroverby&mooreincps,2016-10-08 00:00:00,55.0,['Indiana'],UNK,2016-11-10 00:00:00,,2016-10-08 00:00:00,,,,,,,,,7,
bakersfield city school district,2017-11-09 00:00:00,,['California'],UNK,,,11/09/2017,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-104262,,,2017-11-14 00:00:00,7,bcsd.com
"baldwin &amp; associates, llc",2018-06-08 00:00:00,3.0,['Maryland'],UNK,,,6/8/2018,,,,,,,,,1,
"ballet makers, inc., d/b/a capezio, one campus road, totowa, nj  07512",10/7/15 to 11/16/15; 11/21/15 to 11/23/15 (discovered 11/16/15),25.0,['Maine'],UNK,2016-02-09 00:00:00,,10/7/15 to 11/16/15; 11/21/15 to 11/23/15 (discovered 11/16/15),,,,,,,,,7,
balletmakersincdbacapezio,2015-10-07 00:00:00,3431.0,['Indiana'],UNK,2016-02-09 00:00:00,,2015-10-07 00:00:00,,,,,,,,,7,
balls.com,9/19/12 - 5/11/13,34.0,['Maine'],UNK,2013-05-31 00:00:00,,9/19/12 - 5/11/13,,,,,,,,,7,
baltimore city,2016-04-15 00:00:00,,['Maryland'],UNK,,,4/15/2016,,,,,,,,,1,
baltimore city,2017-10-07 00:00:00,,['Maryland'],UNK,,,10/7/2017,,,,,,,,,4,
bambeco inc. thru aptos (paper),Not specified,464.0,['Maine'],UNK,2017-03-10 00:00:00,,Not specified,,,,,,,,,7,
"bambeco, inc",2/1/2016,,['Oregon'],UNK,"Monday, March 6, 2017","Tuesday, November 15, 2016",2/1/2016 - 12/31/2016,,12/31/2016,,,,,,03/24/2017,7,
"bambeco, inc",2016-02-01 00:00:00,,"['Oregon', 'Washington']",UNK,2017-03-06 00:00:00,2016-11-15 00:00:00,2/1/2016 - 12/31/2016,,2016-12-31 00:00:00,,,,,,2017-03-24 00:00:00,7,
bamboo hr llc,2/11/19-2/13/19,2497.0,['Maine'],UNK,"Approximately March 4, 2019",2/13/19,2/11/19-2/13/19,,,Other Commercial ,,,,,,7,www.bamboohr.com
bamboo hr llc,2019-02-11 00:00:00,,['California'],UNK,,,"02/11/2019, 02/13/2019",,2019-02-13 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-145100,,,2019-02-28 00:00:00,7,www.bamboohr.com
bank of america,2016-03-21 00:00:00,8.0,['Maryland'],UNK,,,3/21/2016,,,,Investment bankingfinancial services,,,,,7,bankofamerica.com
bank of america,2016-05-27 00:00:00,,['Maryland'],UNK,,,5/27/2016,,,,Investment bankingfinancial services,,,,,1,bankofamerica.com
bank of america,2016-07-20 00:00:00,,['Maryland'],UNK,,,7/20/2016,,,,Investment bankingfinancial services,,,,,2,bankofamerica.com
bank of america,2017-11-30 00:00:00,1.0,['Maryland'],UNK,,,11/30/2017,,,,Investment bankingfinancial services,,,,,6,bankofamerica.com
bank of america,2018-01-02 00:00:00,1.0,['Maine'],UNK,2018-04-17 00:00:00,,2018-01-02 00:00:00,,,,Investment bankingfinancial services,,,,,7,bankofamerica.com
bank of america,2018-05-11 00:00:00,1.0,['Maryland'],UNK,,,5/11/2018,,,,Investment bankingfinancial services,,,,,1,bankofamerica.com
bank of america,2018-08-06 00:00:00,30.0,['Maryland'],UNK,,,8/6/2018,,,,Investment bankingfinancial services,,,,,1,bankofamerica.com
bank of america,2018-10-23 00:00:00,1.0,['Maryland'],UNK,,,10/23/2018,,,,Investment bankingfinancial services,,,,,7,bankofamerica.com
bank of america,Informed of breach on 7/13/18,2.0,['Maine'],UNK,Rec'd 8/13/18 ,,Informed of breach on 7/13/18,,,,Investment bankingfinancial services,,,,,7,bankofamerica.com
bank of america,Notified customer on 9/19/14,,['Maine'],UNK,2014-10-08 00:00:00,,Notified customer on 9/19/14,,,,Investment bankingfinancial services,,,,,7,bankofamerica.com
bank of america,Notified customers on 5/11/15,,['Maine'],UNK,2015-05-20 00:00:00,,Notified customers on 5/11/15,,,,,,,,,7,
bank of america (dunn & bradstreet breach),Notified on 3/2/18,1.0,['Maine'],UNK,2018-04-17 00:00:00,,Notified on 3/2/18,,,,,,,,,7,
bank of america (orbitz  3/2018),Notified 3/19/18,138.0,['Maine'],UNK,2018-04-09 00:00:00,,Notified 3/19/18,,,,,,,,,7,
"bank of america merchant services, llc",2012-01-02 00:00:00,,['California'],UNK,,,"01/02/2012, 02/25/2012",,2012-02-25 00:00:00,,Investment bankingfinancial services,https://oag.ca.gov/ecrime/databreach/reports/sb24-23279,,,2012-05-29 00:00:00,7,bankofamerica.com
bank of america merrill lynch,2015-04-13 00:00:00,14.0,['Maryland'],UNK,,,4/13/2015,,,,Financial services,,,Bank of America,,1,
bank of hope,2018-06-28 00:00:00,11362.0,['Indiana'],UNK,2018-07-30 00:00:00,,2018-06-28 00:00:00,,,,,,,,,7,
bank of hope,2018-08-01 00:00:00,7.0,['Maryland'],UNK,,,8/1/2018,,,,Financial,,,,,6,www.bankofhope.com
bank of hope,6/28-7/5/18,1.0,['Maine'],UNK,2018-07-30 00:00:00,,6/28-7/5/18,,,,Financial,,,,,7,www.bankofhope.com
bank of manhattan—mortgage lending,2015-06-12 00:00:00,,['California'],UNK,,,06/12/2015,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-56587,,,2015-06-25 00:00:00,7,
bank of manhattan—mortgage lending,5/29/15-6/18/215,2.0,['Maine'],UNK,2015-06-25 00:00:00,,5/29/15-6/18/215,,,,,,,,,7,
bank of the west,2014-02-05 00:00:00,,['New Hampshire'],UNK,,,"February 05, 2014",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/bank-west-20140205.pdf,,,,7,
bank of the west,2015-03-24 00:00:00,,['New Hampshire'],UNK,,,"March 24, 2015",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/bank-west-20150324.pdf,,,,7,
bank of the west,2015-03-25 00:00:00,37.0,['Maryland'],UNK,,,3/25/2015,,,,Banking,,,BNP Paribas,,7,www.bankofthewest.com
bank of the west,2017-02-01 00:00:00,,['California'],UNK,,,"02/01/2017, 04/09/2017",,2017-04-09 00:00:00,,Banking,https://oag.ca.gov/ecrime/databreach/reports/sb24-69075,,BNP Paribas,2017-05-24 00:00:00,7,www.bankofthewest.com
bank of the west,2017-12-05 00:00:00,,['New Hampshire'],UNK,,,"December 05, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/bank-west-20171205.pdf,,,,7,
bank of the west,2018-03-02 00:00:00,,['California'],UNK,,,03/02/2018,,,,Banking,https://oag.ca.gov/ecrime/databreach/reports/sb24-139041,,BNP Paribas,2018-08-20 00:00:00,7,www.bankofthewest.com
bank of the west,Breach discovered 12/19/2013,3.0,['Maine'],UNK,2014-02-05 00:00:00,,Breach discovered 12/19/2013,,,,Banking,,,BNP Paribas,,7,www.bankofthewest.com
bank of the west,Reported by Anthem on 2/6/15,7.0,['Maine'],UNK,2015-03-24 00:00:00,,Reported by Anthem on 2/6/15,,,,Banking,,,BNP Paribas,,7,www.bankofthewest.com
"bank of tokyo-mitsubishi ufj ltd., the, ",2013-09-11 00:00:00,,['New Hampshire'],UNK,,,"September 11, 2013",,,,Financial services,https://www.doj.nh.gov/consumer/security-breaches/documents/bank-tokyo-mitsubishi-20130911.pdf,,"Mitsubishi UFJ Financial Group, Inc.",,7,
"banker benefits, ",2007-06-30 00:00:00,,['New Hampshire'],UNK,,,"June 30, 2007",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/banker-benefits20070630.pdf,,,,7,
"banker&#39;s insurance group, inc.",2018-09-07 00:00:00,1.0,['Maryland'],UNK,,,9/7/2018,,,,"Banking, Financial services",,,,,1,
banker&#39;s life,2018-10-25 00:00:00,11170.0,['Maryland'],UNK,,,10/25/2018,,,,,,,,,1,
bankers life,2018-05-30 00:00:00,799563.0,"['Delaware', 'Indiana', 'Oregon', 'Washington']",UNK,,,05/30/18 – 09/13/18,,2018-09-13 00:00:00,,Health Insurance,https://attorneygeneral.delaware.gov/wp-content/uploads/sites/50/2018/11/GEN1-and-GEN2-Notices.pdf,,CNO Financial Group,2018-10-25 00:00:00,7,www.bankerslife.com
bankers life,5/30/2018,,['Oregon'],UNK,"Thursday, October 25, 2018","Tuesday, August 7, 2018",5/30/2018 - 5/30/2018,,5/30/2018,,Health Insurance,,,CNO Financial Group,10/25/2018,7,www.bankerslife.com
"bankers life (bl) - bl is the marketing brand of bankers life and casualty co., medicare supplement insurance policies sold by colonial penn life insurance co. and select policies sold in ny by bankers conseco life insurance company, a ny licensed ins. co",2018-05-30 00:00:00,,['California'],UNK,,,"05/30/2018, 09/13/2018",,2018-09-13 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-141129,,,2018-10-25 00:00:00,7,
bankerslifeandcasualtycompany,2015-10-31 00:00:00,1.0,['Indiana'],UNK,2016-02-17 00:00:00,,2015-10-31 00:00:00,,,,,,,,,7,
bankerslifeandcasualtycompany,2016-02-02 00:00:00,1.0,['Indiana'],UNK,2016-04-22 00:00:00,,2016-02-02 00:00:00,,,,,,,,,7,
bankerslifeandcasualtycompany,2016-04-30 00:00:00,1.0,['Indiana'],UNK,2016-06-30 00:00:00,,2016-04-30 00:00:00,,,,,,,,,7,
bankerslifeandcasualtycompany,2017-01-25 00:00:00,4.0,['Indiana'],UNK,2017-04-05 00:00:00,,2017-01-25 00:00:00,,,,,,,,,7,
banksouth mortgage,2017-04-07 00:00:00,2.0,['Maryland'],UNK,,,4/7/2017,,,,,,,,,1,
banner health,2016-06-17 00:00:00,,"['California', 'Oregon']",UNK,,,"06/17/2016, 07/07/2016",,2016-07-07 00:00:00,,Health Care,https://oag.ca.gov/ecrime/databreach/reports/sb24-63197,,,2016-08-03 00:00:00,7,
banner health,2016-06-23 00:00:00,,['Washington'],UNK,,,06/23/2016 to 07/07/2016,,2016-07-07 00:00:00,,Health Care,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/BannerHealth.2016-08-03.pdf,,,2016-08-03 00:00:00,7,
banner health,2016-08-03 00:00:00,1030.0,"['Maryland', 'New Hampshire']",UNK,,,8/3/2016,,,,Health Care,,,,,7,
banner health,2016-11-01 00:00:00,1.0,['Maine'],UNK,2016-12-19 00:00:00,,2016-11-01 00:00:00,,,,Health Care,,,,,7,
banner health,6/17/2016,,['Oregon'],UNK,"Wednesday, August 3, 2016","Thursday, July 7, 2016
Wednesday, July 13, 2016",6/17/2016 - 7/7/2016,,7/7/2016,,Health Care,,,,08/03/2016,7,
banner health,6/17/2016 - 6/25/16,353.0,['Maine'],UNK,2016-08-03 00:00:00,,6/17/2016 - 6/25/16,,,,,,,,,7,
bannerengineeringinc,2018-03-18 00:00:00,1229.0,['Indiana'],UNK,2018-06-27 00:00:00,,2018-03-18 00:00:00,,,,,,,,,7,
bannerhealthinc,2016-06-17 00:00:00,3623140.0,['Indiana'],UNK,2016-08-03 00:00:00,,2016-06-17 00:00:00,,,,Managed health care,,,,,7,www.magellanhealth.com
baptisthealthlouisville,2015-12-03 00:00:00,140.0,['Indiana'],UNK,2016-02-26 00:00:00,,2015-12-03 00:00:00,,,,,,,,,7,
baptisthealthmedicalgroup,2018-03-19 00:00:00,1.0,['Indiana'],UNK,2018-04-04 00:00:00,,2018-03-19 00:00:00,,,,,,,,,7,
baptisthealthmedicalgroup,2018-08-03 00:00:00,1.0,['Indiana'],UNK,2018-08-15 00:00:00,,2018-08-03 00:00:00,,,,,,,,,7,
barbecue renew inc.,2014-01-19 00:00:00,,['California'],UNK,,,"01/19/2014, 04/01/2014, 07/05/2014",,2014-07-05 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-48107,,,2015-01-16 00:00:00,7,
barbecue renew inc.,2015-01-16 00:00:00,,['Maryland'],UNK,,,1/16/2015,,,,,,,,,7,
barbecue renew inc.,"January, 2014 - October 2014",332.0,['Maine'],UNK,2015-01-16 00:00:00,,"January, 2014 - October 2014",,,,,,,,,7,
"barbecue renew, ",2015-01-16 00:00:00,,['New Hampshire'],UNK,,,"January 16, 2015",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/barbecue-renew-20150116.pdf,,,,7,
barclaysbankdelaware,2017-01-05 00:00:00,37.0,['Indiana'],UNK,2017-03-06 00:00:00,,2017-01-05 00:00:00,,,,BankingFinancial services,,,,,7,
barclaysbankdelaware,2017-03-06 00:00:00,1.0,['Maryland'],UNK,,,3/6/2017,,,,BankingFinancial services,,,,,1,
"bare escentuals, ",2010-11-01 00:00:00,,['New Hampshire'],UNK,,,"November 01, 2010",,,,Consumer goods,https://www.doj.nh.gov/consumer/security-breaches/documents/bare-escentuals-20101101.pdf,,,,7,shiseidogroup.com
"barnes & noble booksellers, inc.",2012-10-24 00:00:00,,['New Hampshire'],UNK,,,October 24 2012,,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/barnes-noble-20121024.pdf,,,,7,
barnesandthornburgllp,2018-04-20 00:00:00,3.0,['Indiana'],UNK,2018-06-29 00:00:00,,2018-04-20 00:00:00,,,,,,,,,7,
barproducts.com,2015-10-01 00:00:00,3.0,['Maine'],UNK,2015-11-18 00:00:00,,2015-10-01 00:00:00,,,,,,,,,7,
"barproducts.com, inc 2 ",2016-12-01 00:00:00,4.0,['Maine'],UNK,2017-01-17 00:00:00,,2016-12-01 00:00:00,,,,,,,,,7,
barron area school district,2017-01-18 00:00:00,431.0,['Wisconsin'],UNK,2017-01-19 00:00:00,,"January 18, 2017",,,,,,,,,7,
barron area school district,"January 18, 2017",431.0,['Wisconsin'],UNK,"January 19, 2017",,"January 18, 2017",,,,,,,,,7,
bartechgroupinc,2016-02-08 00:00:00,393.0,['Indiana'],UNK,2016-04-01 00:00:00,,2016-02-08 00:00:00,,,,,,,,,7,
bartechgroupinc,2016-04-01 00:00:00,,['Maryland'],UNK,,,4/1/2016,,,,,,,,,1,
bartell hotels,"2/16/14-5/13/14  (discovered 5/30/14, confirmed 8/14/14)",21.0,['Maine'],UNK,2014-09-12 00:00:00,,"2/16/14-5/13/14  (discovered 5/30/14, confirmed 8/14/14)",,,,,,,,,7,
bartell hotels,2014-02-16 00:00:00,,['California'],UNK,,,"02/16/2014, 05/13/2014",,2014-05-13 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-46440,,,2014-08-29 00:00:00,7,
bartell hotels,2014-09-12 00:00:00,,['New Hampshire'],UNK,,,"September 12, 2014",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/bartell-hotels-20140912.pdf,,,,7,
bartell hotels,In October 2014,1.0,['Maine'],UNK,2014-11-19 00:00:00,,In October 2014,,,,,,,,,7,
bashas 015,2013-04-01 00:00:00,1.0,['Maine'],UNK,2013-05-21 00:00:00,,2013-04-01 00:00:00,,,,,,,,,7,
bashas 016,2013-04-01 00:00:00,1.0,['Maine'],UNK,2013-05-21 00:00:00,,2013-04-01 00:00:00,,,,,,,,,7,
bashas 037,2013-04-01 00:00:00,1.0,['Maine'],UNK,2013-05-21 00:00:00,,2013-04-01 00:00:00,,,,,,,,,7,
bashas sw #151,2013-04-01 00:00:00,1.0,['Maine'],UNK,2013-05-21 00:00:00,,2013-04-01 00:00:00,,,,,,,,,7,
batdorfbronsoncoffeeroasters,10/01/15-4/22/16 (discovered 4/20/16),7.0,['Maine'],UNK,2016-05-17 00:00:00,,10/01/15-4/22/16 (discovered 4/20/16),,,,,,,,,7,
batdorfbronsoncoffeeroasters,2015-10-01 00:00:00,1845.0,['Indiana'],UNK,2016-05-17 00:00:00,,2015-10-01 00:00:00,,,,Food products,,,,,7,batdorfcoffee.com
bath housing authority,2018-04-25 00:00:00,128.0,['Maine'],UNK,2018-06-06 00:00:00,,2018-04-25 00:00:00,,,,,,,,,7,
"batteries.com, ",2009-05-18 00:00:00,,['New Hampshire'],UNK,,,"May 18, 2009",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/batteries-20090518.pdf,,,,7,
"bauer &amp; scott, cpas, llc",2018-09-28 00:00:00,4.0,['Maryland'],UNK,,,9/28/2018,,,,,,,,,1,
bauermediagroupusa,2018-03-29 00:00:00,410.0,['Indiana'],UNK,2018-05-04 00:00:00,,2018-03-29 00:00:00,,,,,,,,,7,
bauermediagroupusa,2018-05-04 00:00:00,2.0,['Maryland'],UNK,,,5/4/2018,,,,Media,,,,,1,www.bauermedia.com
baxter credit union,2016-10-03 00:00:00,6998.0,"['California', 'Indiana']",UNK,,,10/03/2016,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-64838,,,2016-11-10 00:00:00,7,www.pfcu.com
baxter credit union,2016-11-10 00:00:00,,['Maryland'],UNK,,,11/10/2016,,,,,,,,,7,www.pfcu.com
"baxter international, inc., ",2008-07-11 00:00:00,,['New Hampshire'],UNK,,,"July 11, 2008",,,,Medical equipment,https://www.doj.nh.gov/consumer/security-breaches/documents/baxter-20080711.pdf,,,,7,baxter.com
bay area air quality management district,2018-01-10 00:00:00,,['California'],UNK,,,"01/10/2018, 01/24/2018, 01/31/2018, 02/07/2018",,2018-02-07 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-136551,,,2018-05-25 00:00:00,7,
bay area children's association,2015-01-15 00:00:00,,['California'],UNK,,,01/15/2015,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-61688,,,2016-05-05 00:00:00,7,
bay area chiropractic center llc,2015-06-01 00:00:00,,['Oregon'],UNK,2015-12-22 00:00:00,2015-12-10 00:00:00,6/1/2015 - 8/31/2015,,2015-08-31 00:00:00,,,,,,2016-02-23 00:00:00,7,
bay area chiropractic center llc,6/1/2015,,['Oregon'],UNK,"Tuesday, December 22, 2015","Thursday, December 10, 2015",6/1/2015 - 8/31/2015,,8/31/2015,,,,,,02/23/2016,7,
bay area pain medical associates,2014-05-19 00:00:00,,['California'],UNK,,,05/19/2014,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-45926,,,2014-07-16 00:00:00,7,
bay ridge federal credit union,2017-11-16 00:00:00,48.0,['Maryland'],UNK,,,11/16/2017,,,,,,,,,1,
bay ridge toyota,2015-11-24 00:00:00,1.0,['Maryland'],UNK,,,11/24/2015,,,,,,,,,1,
bay ridge toyota,Discovered 9/17/15,1.0,['Maine'],UNK,2015-11-24 00:00:00,,Discovered 9/17/15,,,,,,,,,7,
"bayard, dr. max b., ",2015-09-11 00:00:00,,['New Hampshire'],UNK,,,"September 11, 2015",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/bayard-max-20150911.pdf,,,,7,
baylor college of medicine,2016-11-30 00:00:00,,"['Maryland', 'New Hampshire']",UNK,,,11/30/2016,,,,,,,,,7,
baylor college of medicine,2017-11-08 00:00:00,,['New Hampshire'],UNK,,,"November 08, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/baylor-college-20171108.pdf,,,,7,
"baylor college of medicine, one baylor plaza, houston, tx 77030",2016-10-18 00:00:00,4.0,['Maine'],UNK,2017-11-21 00:00:00,,2016-10-18 00:00:00,,,,,,,,,7,
"baylor health care systems, ",2008-11-03 00:00:00,,['New Hampshire'],UNK,,,"November 03, 2008",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/baylor-health-care-20081103.pdf,,,,7,www.baylorhealth.com
baylor scott &amp; white medical center - frisco,2018-11-27 00:00:00,10.0,['Maryland'],UNK,,,11/27/2018,,,,,,,,,1,
"bayside covenant church, inc.",2018-08-03 00:00:00,,['California'],UNK,,,"08/03/2018, 10/20/2018",,2018-10-20 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-144451,,,2019-02-05 00:00:00,7,
bb&amp;t mortgage servicing,2015-03-19 00:00:00,2846.0,['Maryland'],UNK,,,3/19/2015,,,,,,,,,7,
bbb industries llc,2017-03-09 00:00:00,,['Oregon'],UNK,2017-03-13 00:00:00,2017-03-09 00:00:00,3/9/2017 - 3/9/2017,,2017-03-09 00:00:00,,Financial services,,,S&P Global,2017-03-13 00:00:00,7,standardandpoors.com
