Link to PDF,Dates of Breach,Name of Entity,State Reported,Source(s),Start Date of Breach,End Date of Breach
https://www.doj.nh.gov/consumer/security-breaches/documents/bucknell-university-20160603.pdf,"June 03, 2016","Bucknell University, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-06-03 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/buena-vista-university-20100714.pdf,"July 14, 2010","Buena Vista University, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2010-07-14 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/buke-law-20190102.pdf,"January 2, 2019","Buke Law, P.C., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2019-01-02 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/bulk-reef-supply-20150430.pdf,"April 30, 2015","Bulk Reef Supply, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-04-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/bulk-reef-supply-20150227.pdf,"February 27, 2015","Bulk Reef Supply, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-02-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/bulletproof-20171127.pdf,"November 27, 2017","Bulletproof 360, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-11-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/bulletproof-20170915.pdf,"September 15, 2017","Bulletproof 360, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-09-15 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/bulletproof-20170321.pdf,"March 21, 2017","Bulletproof 360, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-21 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/burdette-smith-bish-20170714.pdf,"July 14, 2017","Burdette Smith & Bish LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-07-14 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/burdette-smith-bish-20170626.pdf,"June 26, 2017","Burdette Smith & Bish LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-06-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/butler-schein-20111208.pdf,"December 08, 2011","Butler Schein Animal Health, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-12-08 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/butler-university-20140626.pdf,"June 26, 2014","Butler University, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-06-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/bwtx-20161121.pdf,"November 21, 2016","BWTX Associates, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-11-21 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ca-20080716.pdf,"July 16, 2008","CA Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2008-07-16 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cabrillo-community-20171005.pdf,"October 05, 2017","Cabrillo Community Colleg, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-10-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/caesars-20161128.pdf,"November 28, 2016","Caesars Entertainment, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-11-28 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cain-watters-20180823.pdf,August 20 	2018,Cain Watters & Associates 	,New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-08-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/caleb-foundation-20090717.pdf,"July 17, 2009","Caleb Foundation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2009-07-17 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/california-state-university-20181008.pdf,"October 08, 2018","California State University, East Bay, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-10-08 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/california-university-east-bay-20140905.pdf,"September 05, 2014","California State University, East Bay, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-09-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/california-university-fresno-20180306.pdf,"March 06, 2018","California State University, Fresno, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-03-06 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/calypso-st-barth-20141126.pdf,"November 26, 2014","Calypso St. Barth, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-11-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cambridge-health-20180328.pdf,March 28 2018,"Cambridge Health Alliance, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-03-28 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/campbell-taylor-20170407.pdf,"April 07, 2017","Campbell Taylor & Company, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-04-07 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/campbell-taylor-20170318.pdf,"March 18, 2017","Campbell Taylor & Company, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-18 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cape-may-lewes-ferry-20141030.pdf,"October 30, 2014","Cape May-Lewes Ferry, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-10-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/capella-university-20130214.pdf,"February 14, 2013","Capella University, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-02-14 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/capital-asset-20190227.pdf,"February 27, 2019","Capital Asset Management Group, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2019-02-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/capital-city-bank-20190128.pdf,"January 28, 2019","Capital City Bank Group, Inc.,  ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2019-01-28 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/capital-digestive-care-20180423.pdf,"April 23, 2018","Capital Digestive Care, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-04-23 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/capital-first-trust-20170510.pdf,"May 10, 2017","Capital First Trust Company, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-05-10 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/capital-integration-20180625.pdf,"June 25, 2018","Capital Integration Systems LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-06-25 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/capital-one-20100518.pdf,"May 18, 2010","Capital One, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2010-05-18 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cardinal-health-20101008.pdf,"October 08, 2010","Cardinal Health, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2010-10-08 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cardinal-health-20100907.pdf,"September 07, 2010","Cardinal Health, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2010-09-07 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/carecentrix-20160321.pdf,"March 21, 2016","CareCentrix, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-03-21 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/carecentrix-20140918.pdf,"September 18, 2014","CareCentrix, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-09-18 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/care-com-20160310.pdf,"March 10, 2016","Care.com Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-03-10 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/career-technology-education-20180706.pdf,"July 06, 2018","Career & Technology Education Centers of Licking County ""C-TEC"", ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-07-06 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/carefirst-20150520.pdf,"May 20, 2015","CareFirst, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-05-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/carpenters-benefit-funds-20180913.pdf,"September 13, 2018","Carpenters Benefit Funds Of Philadelphia (""Carpenters Benefit Funds""), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-09-13 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cartier-20130225.pdf,"February 25, 2013","Cartier North America, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-02-25 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/carus-publishing-20080508.pdf,"May 08, 2007","Carus Publishing Company, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-05-08 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cvmc-20181024.pdf,"October 22, 2018","Catawba Valley Medical  Center (""CVMC""), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-10-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/caterpillar-20080427.pdf,"April 27, 2007","Caterpillar, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-04-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/catholic-united-financial-20171005.pdf,"October 05, 2017","Catholic United Financial, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-10-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cathay-pacific-20181025.pdf,"October 25, 2018","Cathay Pacific Airways Limited, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-10-25 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cayan-20170223.pdf,"February 23, 2017","Cayan LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-02-23 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cbiz-20180718.pdf,"July 18, 2018","CBIZ MHM, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-07-18 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cbs-consolidated-20170823.pdf,"August 23, 2017","CBS Consolidated, Inc. dba Cornerstone Business & Management Solutions, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-08-23 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ccs-medical-20121210.pdf,"December 10, 2012","CCS Medical, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-12-10 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cecchi-20170920.pdf,"September 20, 2017","Cecchi and Associates, Inc. (Rudy), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-09-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cendera-funding-20181030.pdf,"October 30, 2018","Cendera Funding, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-10-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/centerstone-insurance-20190108.pdf,"January  8, 2019","Centerstone Insurance and Financial Services d/b/a BenefitMall,   ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2019-01-08 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/centicor-20080123.pdf,"January 03, 2008","Centicor, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2008-01-03 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/central-christian-20180615.pdf,"June 15, 2018","Central Christian College of Kansas, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-06-15 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/central-city-concern-20140425.pdf,"April 25, 2014","Central City Concern (""CCC""), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-04-25 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/central-hudson-gas-electric-20130301.pdf,"March 01, 2013","Central Hudson Gas & Electric Corporation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-03-01 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/central-hudson-gas-electric-20130227.pdf,"February 27, 2013","Central Hudson Gas & Electric Corporation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-02-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/central-ohio-urology-20160922.pdf,"September 22, 2016","Central Ohio Urology Group, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-09-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/centric-group-20130109.pdf,"January 09, 2013","Centric Group, L.L.C., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-01-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/centric-software-20100809.pdf,"August 09, 2010","Centric Software Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2010-08-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/centurylink-20170224.pdf,"February 24, 2017","CenturyLink's Corporate Security, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-02-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/century-martial-arts-20170925.pdf,"September 25, 2017","Century Martial Arts, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-09-25 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/century-spring-2019123.pdf,"January 23, 2019","Century Spring Corp.,  ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2019-01-23 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ceridian-20100201.pdf,"February 01, 2010","Ceridian Corporation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2010-02-01 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/certegy-20070919.pdf,"July 19, 2007","Certegy, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-07-19 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/certegy-20080705.pdf,"July 05, 2007","Certegy, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-07-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/certegy-fis-20080730.pdf,"July 30, 2007","Certegy – FIS, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-07-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/certifikid-20160505.pdf,"May 05, 2016","CertifiKid, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-05-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cetera-20180426.pdf,"April 26, 2018","Cetera Advisors LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-04-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cetera-20180108.pdf,"January 08, 2018","Cetera Advisors LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-01-08 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/challenger-sports-20181023.pdf,"October 23, 2018","Challenger Sports, Inc. (Challenger), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-10-23 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/chamberlain-group-20181127.pdf,"November 27, 2018","Chamberlain Group, Inc. (CGI),   ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-11-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/champlain-college-20130702.pdf,"July 02, 2013","Champlain College, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-07-02 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/champlain-college-20130531.pdf,"May 31, 2013","Champlain College, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-05-31 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/chapman-20180820.pdf,"August 20, 2018","Chapman, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-08-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/chapman-university-20130411.pdf,"April 11, 2013","Chapman University, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-04-11 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/chapman-university-20110222.pdf,"February 22, 2011","Chapman University, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-02-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/char-broil-20170524.pdf,"May 24, 2017","Char-Broil, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-05-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/charles-schwab-20160503.pdf,"May 03, 2016","Charles Schaw & Co, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-05-03 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/charles-schwab-20090612.pdf,"June 12, 2009","Charles Schwab & Co, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2009-06-12 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/chart-industries-20090810.pdf,"August 10, 2009","Chart Industries Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2009-08-10 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/charter-communications-20080805.pdf,"August 05, 2008","Charter Communications, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2008-08-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cheddars--casual-cafe-20171115.pdf,"November 15, 2017","Cheddar's  Casual Cafe, Inc. dba Cheddar's Scratch Kitchen, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-11-15 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cheddars-casual-cafe-20170929.pdf,"September 29, 2017","Cheddar's Casual Cafe, Inc. dba Cheddar's Scratch Kitchen, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-09-29 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cheddars-scratch-kitchen-20180824.pdf,"August 24, 2018","Cheddar's Scratch Kitchen, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-08-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/chevron-20161012.pdf,"October 12, 2016","Chevron USA, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-10-12 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/chicago-20080316.pdf,"March 16, 2009","Chicago, IL, City of, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2009-03-16 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/child-family-services-20130422.pdf,"April 22, 2013","Child and Family Services of New Hampshire, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-04-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/child-support-services-20190117.pdf,"January 17, 2019","Child Support Services,   NH Department of Helath and Human Services, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2019-01-17 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/childrens-place-20170404.pdf,"April 04, 2017","Children's Place, Inc., The, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-04-04 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/childrens-hospital-20090212.pdf,"February 12, 2009","Children's Hospital Boston, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2009-02-12 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/childrens-mercy-hospital-20180430.pdf,"April 30, 2018","Children's Mercy Hospital, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-04-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/chipolte-mexican-grill-20170526.pdf,"May 26, 2017","Chipolte Mexican Grill, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-05-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/chipolte-mexican-grilll-20080415.pdf,"April 15, 2008","Chipotle Mexican Grill, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2008-04-15 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/choice-hotels-20120425.pdf,"April 25, 2012","Choice Hotels International, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-04-25 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/choiceone-urgent-care-20180808.pdf,"August 08, 2018","ChoiceOne Urgent Care, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-08-08 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/choices-20120731.pdf,"July 31, 2012","Choices, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-07-31 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/chopra--enterprises-20180307.pdf,"March 07, 2018","Chopra Enterprises, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-03-07 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/christiansburg-20181130.pdf,"November 30, 2018","Christiansburg, Virginia (Town of), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-11-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/christies-20170324.pdf,"March 24, 2017","Christies, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/christus-st-john-20121116.pdf,"November 16, 2012","CHRISTUS St. John Hospital, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-11-16 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/chs-20101221.pdf,"December 21, 2010","CHS, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2010-12-21 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cici-enterprises-20160719.pdf,"July 19, 2016","CiCi Enterprises, LP, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-07-19 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cics-employment-services-20150204.pdf,"February 04, 2015","CICS Employment Services, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-02-04 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cin-legal-20111227.pdf,"December 27, 2011","CIN Legal Data Services, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-12-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cincinnati-reds-20181119.pdf,"November 19, 2018","Cincinnati Reds (the Reds),   ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-11-19 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cisco-20120409.pdf,"April 09, 2012","Cisco Systems, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-04-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/citgo-20131206.pdf,"December 06, 2013","CITGO, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-12-06 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/citi-20150120.pdf,"January 20, 2015","Citi, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-01-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/citi-20130328.pdf,"March 28, 2013","Citi, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-03-28 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20170202.pdf,"February 02, 2017","Citibank, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-02-02 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20170411.pdf,"April 11, 2017","Citibank, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-04-11 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20150210.pdf,"Feburary 10, 2015","Citibank, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,"Feburary 10, 2015",
https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20150127.pdf,"January 27, 2015","Citibank, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-01-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20131126.pdf,"November 26, 2013","Citibank, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-11-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20131113.pdf,"November 13, 2013","Citibank, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-11-13 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20130626.pdf,"June 26, 2013","Citibank, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-06-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20150210.pdf,"Feburary 10, 2015","Citibank, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,"Feburary 10, 2015",
https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20120313.pdf,"March 13, 2012","Citibank, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-03-13 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/citibank-20110609.pdf,"June 09, 2011","Citibank (South Dakota), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-06-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/cities-services-20150429.pdf,"April 29, 2015","Cities Services, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-04-29 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20180614.pdf,"June 14, 2018","Citizens Finalcial Group, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-06-14 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20180306.pdf,"March 06, 2018","Citizens Financial Group, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-03-06 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20180202.pdf,"February 02, 2018","Citizens Financial Group, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-02-02 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-financial-20171004.pdf,"October 04, 2017","Citizens Financial Group, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-10-04 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/citizens-20170829.pdf,"August 29, 2017","Citizens Financial Group, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-08-29 00:00:00,
