Dates of Breach,End Date of Breach,Individuals Affected,Link to PDF,Name of Entity,Reported Date,Source(s),Start Date of Breach,State Reported
8/15/2016-8/15/2016,2016-08-15 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Integrity-Transitional-Hospital.pdf ,Integrity Transitional Hospital,2016-10-14 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-08-15 00:00:00,Montana
7/28/2016-7/28/2016,2016-07-28 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Gibson-Insurance-Agency.pdf ,Gibson Insurance Agency,2016-10-14 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-07-28 00:00:00,Montana
9/13/2016-9/13/2016,2016-09-13 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Intuit15.pdf ,Intuit (15),2016-10-17 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-13 00:00:00,Montana
2/16/2016-8/20/2016,2016-08-20 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Atlanta-Falcons-Football-Club.pdf ,Atlanta Falcons Football Club,2016-10-17 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-02-16 00:00:00,Montana
5/29/2016-7/22/2016,2016-07-22 00:00:00,114 in Montana, https://media.dojmt.gov/wp-content/uploads/Eastwood-Company.pdf ,Eastwood Company,2016-10-19 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-05-29 00:00:00,Montana
9/18/2016-9/23/2016,2016-09-23 00:00:00,3 in Montana, https://media.dojmt.gov/wp-content/uploads/Natural-Life-Collections.pdf ,Natural Life Collections,2016-10-20 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-18 00:00:00,Montana
4/15/2016-6/30/2016,2016-06-30 00:00:00,106 in Montana, https://media.dojmt.gov/wp-content/uploads/Rocky-Mountain-Credit-Union.pdf ,Rocky Mountain Credit Union,2016-10-20 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-04-15 00:00:00,Montana
9/27/2016-9/27/2016,2016-09-27 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/State-Farm-Mutual-Automobile-Insurance-Company.pdf ,State Farm Mutual Automobile Insurance Company,2016-10-20 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-27 00:00:00,Montana
9/20/2016-9/20/2016,2016-09-20 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Ameriprise-Financial-Services.pdf ,Ameriprise Financial,2016-10-21 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-20 00:00:00,Montana
9/13/2016-9/13/2016,2016-09-13 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Pacific-Concepts-Group-dba-National-Satellite-Center.pdf ,Pacific Concepts Group d/b/a National Satellite Center,2016-10-21 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-13 00:00:00,Montana
10/14/2016-10/15/2016,2016-10-15 00:00:00,55 in Montana, https://media.dojmt.gov/wp-content/uploads/National-Wholesale ,"National Wholesale Company, Inc.",2016-11-03 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-14 00:00:00,Montana
8/28/2016-10/3/2016,2016-10-03 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Christian-Louboutin.pdf ,Christian Louboutin LLC,2016-11-03 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-08-28 00:00:00,Montana
7/12/2016-10/3/2016,2016-10-03 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Sentinel-Hotel.pdf ,Sentinel Hotel,2016-11-04 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-07-12 00:00:00,Montana
8/10/2016-10/7/2016,2016-10-07 00:00:00,15 in Montana, https://media.dojmt.gov/wp-content/uploads/Rebecca-Minkoff-LLC.pdf ,Rebecca Minkoff LLC (2),2016-11-07 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-08-10 00:00:00,Montana
10/8/2016-10/31/2016,2016-10-31 00:00:00,3 in Montana, https://media.dojmt.gov/wp-content/uploads/Baker-Overby-Moore-Inc.-P.S..pdf ,"Baker, Overby & Moore, Inc., P.S.",2016-11-08 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-08 00:00:00,Montana
8/4/2016-8/30/2016,2016-08-30 00:00:00,45 in Montana, https://media.dojmt.gov/wp-content/uploads/Honigs-Whistle-Stop.pdf ,Honig's Whistle Stop,2016-11-09 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-08-04 00:00:00,Montana
9/7/2016-10/24/2016,2016-10-24 00:00:00,83 in Montana, https://media.dojmt.gov/wp-content/uploads/Eileen-Fisher.pdf ,"Eileen Fisher, Inc.",2016-11-09 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-07 00:00:00,Montana
9/13/2016-9/13/2016,2016-09-13 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Politi-Magnifico-LLC.pdf ,"Politi & Magnifico, LLC",2016-11-09 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-13 00:00:00,Montana
7/14/2016-7/21/2016,2016-07-21 00:00:00,71 in Montana, https://media.dojmt.gov/wp-content/uploads/UFCW-Local-655-Food-Employers-Joint-Pension-Plan.pdf ,UFCW Local 655 Employers Joint Pension Plan,2016-11-09 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-07-14 00:00:00,Montana
10/11/2016-10/11/2016,2016-10-11 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Baxter-Credit-Union.pdf ,Baxter Credit Union,2016-11-10 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-11 00:00:00,Montana
10/31/2016-10/31/2016,2016-10-31 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Sirius-XM-Radio.pdf ,Sirius XM Radio Inc.,2016-11-11 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-31 00:00:00,Montana
9/9/2016-9/9/2016,2016-09-09 00:00:00,34 in Montana, https://media.dojmt.gov/wp-content/uploads/Aetna.pdf ,Aetna,2016-11-16 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-09 00:00:00,Montana
10/4/2016-11/1/2016,2016-11-01 00:00:00,5 in Montana, https://media.dojmt.gov/wp-content/uploads/Yummie.pdf ,Yummie,2016-11-16 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-04 00:00:00,Montana
7/26/2016-7/27/2016,2016-07-27 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Eye-Institute-of-Marin.pdf ,Eye Institute of Marin,2016-11-16 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-07-26 00:00:00,Montana
10/5/2016-10/5/2016,2016-10-05 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/NRSC.pdf ,NRSC,2016-11-17 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-05 00:00:00,Montana
10/3/2016-11/9/2016,2016-11-09 00:00:00,83 in Montana, https://media.dojmt.gov/wp-content/uploads/Springfield-Armory-1.pdf ,Springfield Armory,2016-11-18 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-03 00:00:00,Montana
10/3/2015-10/9/2016,2016-10-09 00:00:00,83 in Montana, https://media.dojmt.gov/wp-content/uploads/Springfield-Armory.pdf ,Springfield Armory,2016-11-18 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-10-03 00:00:00,Montana
11/13/2016-11/13/2016,2016-11-13 00:00:00,460 in Montana, https://media.dojmt.gov/wp-content/uploads/Michigan-State-University.pdf ,Michigan State University,2016-11-21 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-11-13 00:00:00,Montana
10/17/2016-10/17/2016,2016-10-17 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Ameriprise-Financial-Services-Inc..pdf ,"Ameriprise Financial Services, Inc.",2016-11-21 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-17 00:00:00,Montana
10/24/2016-11/9/2016,2016-11-09 00:00:00,Unknown in Montana, https://media.dojmt.gov/wp-content/uploads/Madison-Square-Garden-Company.pdf ,Madison Square Garden Company,2016-11-22 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-24 00:00:00,Montana
9/26/2016-11/5/2016,2016-11-05 00:00:00,25 in Montana, https://media.dojmt.gov/wp-content/uploads/Back-Country-Gear.pdf ,Backcountry Gear,2016-11-23 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-26 00:00:00,Montana
9/4/2016-9/12/2016,2016-09-12 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Primerica.pdf ,Primerica,2016-11-23 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-04 00:00:00,Montana
7/16/2016-8/5/2016,2016-08-05 00:00:00,6 in Montana, https://media.dojmt.gov/wp-content/uploads/State-Street.pdf ,State Street,2016-11-28 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-07-16 00:00:00,Montana
2/10/2016-6/2/2016,2016-06-02 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Swervepoint.pdf ,SwervePoint,2016-11-29 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-02-10 00:00:00,Montana
9/1/2016-10/19/2016,2016-10-19 00:00:00,53 in Montana, https://media.dojmt.gov/wp-content/uploads/Lang-Companies-Inc..pdf ,"Lang Companies, Inc.",2016-11-30 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-01 00:00:00,Montana
10/15/2016-10/31/2016,2016-10-31 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Baylor-College-of-Medicine.pdf ,Baylor College of Medicine,2016-11-30 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-15 00:00:00,Montana
,,nan in Montana,,,,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,,Montana
10/17/2016-11/2/2016,2016-11-02 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Guilmartin-DiPiro-Sokolowski-LLC.pdf ,"Guilmartin, DiPiro & Sokolowski, LLC",2016-12-02 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-17 00:00:00,Montana
11/9/2016-12/22/2016,2016-12-22 00:00:00,3 in Montana, https://media.dojmt.gov/wp-content/uploads/Intuit16.pdf ,"Intuit, Inc.",2016-12-02 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-11-09 00:00:00,Montana
11/15/2016-11/15/2016,2016-11-15 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Citrix-Systems-1.pdf ,Citrix Systems,2016-12-06 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-11-15 00:00:00,Montana
6/14/2014-10/22/2016,2016-10-22 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Asante-Health-System-2.pdf ,Asante Health System,2016-12-09 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2014-06-14 00:00:00,Montana
11/23/2016-11/23/2016,2016-11-23 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Intuit17.pdf ,"Intuit, Inc.",2016-12-12 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-11-23 00:00:00,Montana
9/24/2016-11/28/2016,2016-11-28 00:00:00,22 in Montana, https://media.dojmt.gov/wp-content/uploads/BraceAbility.pdf ,"BraceAbility, Inc.",2016-12-13 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-24 00:00:00,Montana
8/28/2016-8/28/2016,2016-08-28 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/USGB-LLC.pdf ,"USGB, LLC",2016-12-15 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-08-28 00:00:00,Montana
10/27/2016-10/27/2016,2016-10-27 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Tropicana-St.-Louis-LLC.pdf ,"Tropicana St. Louis, LLC",2016-12-15 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-27 00:00:00,Montana
10/14/2016-10/18/2016,2016-10-18 00:00:00,7 in Montana, https://media.dojmt.gov/wp-content/uploads/Southcentral-Foundation-SCF-2.pdf ,Southcentral Foundation,2016-12-16 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-14 00:00:00,Montana
9/21/2016-9/29/2016,2016-09-29 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/The-Federal-Savings-Bank.pdf ,The Federal Savings Bank,2016-12-16 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-21 00:00:00,Montana
9/13/2016-9/13/2016,2016-09-13 00:00:00,9 in Montana, https://media.dojmt.gov/wp-content/uploads/Bomberg-Roach-Hanson-PLLC.pdf ,"Bomberg, Roach & Hanson, PLLC",2016-12-16 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-13 00:00:00,Montana
7/1/2016-7/31/2016,2016-07-31 00:00:00,169 in Montana, https://media.dojmt.gov/wp-content/uploads/Western-Union.pdf ,"Western Union Financial Services, Inc.",2016-12-20 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-07-01 00:00:00,Montana
10/12/2016-10/12/2016,2016-10-12 00:00:00,6 in Montana, https://media.dojmt.gov/wp-content/uploads/Luther-College.pdf ,Luther College,2016-12-20 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-12 00:00:00,Montana
12/13/2016-12/13/2016,2016-12-13 00:00:00,175 in Montana, https://media.dojmt.gov/wp-content/uploads/Hash-OBrien-Biby-Murray-PLLP.pdf ,"Hash, O'Brien, Biby & Murray, PLLP",2016-12-21 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-12-13 00:00:00,Montana
9/20/2016-9/20/2016,2016-09-20 00:00:00,36 in Montana, https://media.dojmt.gov/wp-content/uploads/Dover-Federal-Credit-Union.pdf ,Dover Federal Credit Union,2016-12-22 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-20 00:00:00,Montana
11/15/2016-11/15/2016,2016-11-15 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Claremont-University-Consortium.pdf ,Claremont University Consortium,2016-12-22 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-11-15 00:00:00,Montana
10/25/2016-10/25/2016,2016-10-25 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Brandywine-Pediatrics.pdf ,"Brandywine Pediatrics, P.A.",2016-12-23 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-25 00:00:00,Montana
10/28/2016-10/28/2016,2016-10-28 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Madison-Trust-Company.pdf ,Madison Trust Company,2016-12-27 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-28 00:00:00,Montana
6/6/2016-10/28/2016,2016-10-28 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Safe-For-Home-Products-LLC-DBA-Naturepedic.pdf ,Naturepedic,2016-12-27 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-06-06 00:00:00,Montana
7/30/2016-10/12/2016,2016-10-12 00:00:00,18 in Montana, https://media.dojmt.gov/wp-content/uploads/The-Topps-Company-Inc..pdf ,"The Topps Company, Inc.",2016-12-27 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-07-30 00:00:00,Montana
5/16/2016-10/18/2016,2016-10-18 00:00:00,3 in Montana, https://media.dojmt.gov/wp-content/uploads/Unison-Home.pdf ,Unison Home,2016-12-28 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-05-16 00:00:00,Montana
7/12/2016-11/30/2016,2016-11-30 00:00:00,61 in Montana, https://media.dojmt.gov/wp-content/uploads/Graphik-Dimensions.pdf ,"Graphik Dimensions, Ltd.",2016-12-28 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-07-12 00:00:00,Montana
11/1/2016-11/1/2016,2016-11-01 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Cascade-Management-Inc.pdf ,"Cascade Management, Inc.",2016-12-28 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-11-01 00:00:00,Montana
11/30/2016-11/30/2016,2016-11-30 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/CommonBond.pdf ,CommonBond,2016-12-29 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-11-30 00:00:00,Montana
11/7/2016-11/7/2016,2016-11-07 00:00:00,18 in Montana, https://media.dojmt.gov/wp-content/uploads/Community-Health-Plan-of-Washington.pdf ,Community Health Plan of Washington,2016-12-29 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-11-07 00:00:00,Montana
4/23/2016-4/24/2016,2016-04-24 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/American-Pharmacists-Association.pdf ,American Pharmacists Association,2016-12-29 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-04-23 00:00:00,Montana
10/3/2016-10/3/2016,2016-10-03 00:00:00,29 in Montana, https://media.dojmt.gov/wp-content/uploads/Sheet-Metal-Workers-Local-Union-104.pdf ,Sheet Metal Workers' Local Union 104,2016-12-30 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-03 00:00:00,Montana
12/6/2016-12/6/2016,2016-12-06 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Ameriprise-Financial-Services-Inc.-2.pdf ,"Ameriprise Financial Services, Inc.",2017-01-03 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-12-06 00:00:00,Montana
9/25/2016-10/31/2016,2016-10-31 00:00:00,21 in Montana, https://media.dojmt.gov/wp-content/uploads/LASOC-Legal-Aid-Society-of-Orange-County.pdf ,LASOC - Legal Aid Society of Orange County,2017-01-06 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-25 00:00:00,Montana
10/29/2016-11/7/2016,2016-11-07 00:00:00,17 in Montana, https://media.dojmt.gov/wp-content/uploads/DealerBuilt.pdf ,DealerBuilt,2017-01-09 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-29 00:00:00,Montana
5/2/2016-11/22/2016,2016-11-22 00:00:00,1411 in Montana, https://media.dojmt.gov/wp-content/uploads/Spiraledge-SwimOutlet-and-YogaOutlet.com_.pdf ,Spiraledge - Swim Outlet.com & YogaOutlet.com,2017-01-12 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-05-02 00:00:00,Montana
10/10/2016-10/10/2016,2016-10-10 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Contech-Engineerd-Solutions.pdf ,Contech Engineered Solutions,2017-01-17 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-10-10 00:00:00,Montana
12/22/2016-12/28/2016,2016-12-28 00:00:00,3 in Montana, https://media.dojmt.gov/wp-content/uploads/Breville-USA-Inc..pdf ,"Breville USA, Inc.",2017-01-17 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-12-22 00:00:00,Montana
12/23/2015-12/23/2015,2015-12-23 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/CoPilot-Provider-Support-Services-1.pdf ,CoPilot Provider Support Services,2017-01-18 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-12-23 00:00:00,Montana
11/29/2016-11/29/2016,2016-11-29 00:00:00,66 in Montana, https://media.dojmt.gov/wp-content/uploads/Center-for-Mental-Health.pdf ,Center for Mental Health,2017-01-19 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-11-29 00:00:00,Montana
1/17/2017-1/17/2017,2017-01-17 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Intuit-5.pdf ,"Intuit, Inc.",2017-01-26 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-01-17 00:00:00,Montana
11/16/2016-12/22/2016,2016-12-22 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Capital-One-2.pdf ,Capital One,2017-01-26 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-11-16 00:00:00,Montana
3/1/2015-12/1/2016,2016-12-01 00:00:00,77 in Montana, https://media.dojmt.gov/wp-content/uploads/Synergy-Specialists.pdf ,"Charles Komar & Sons, Inc.",2017-01-26 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-03-01 00:00:00,Montana
12/9/2016-12/9/2016,2016-12-09 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Synergy-Specialists.pdf ,Synergy Specialists Medical Group,2017-01-26 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-12-09 00:00:00,Montana
1/25/2017-1/25/2017,2017-01-25 00:00:00,6 in Montana, https://media.dojmt.gov/wp-content/uploads/Distribution-International.pdf ,Distribution International,2017-01-27 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-01-25 00:00:00,Montana
1/25/2017-1/25/2017,2017-01-25 00:00:00,6 in Montana, https://media.dojmt.gov/wp-content/uploads/Campbell-County-Health.pdf ,Campbell County Health,2017-01-27 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-01-25 00:00:00,Montana
4/25/2016-9/14/2016,2016-09-14 00:00:00,28 in Montana, https://media.dojmt.gov/wp-content/uploads/International-Code-Council.pdf ,International Code Council,2017-01-27 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-04-25 00:00:00,Montana
12/12/2016-12/12/2016,2016-12-12 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Axis-Insurance-Services-LLC.pdf ,"Axis Insurance Services, LLC",2017-01-30 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-12-12 00:00:00,Montana
1/17/2017-1/17/2017,2017-01-17 00:00:00,6 in Montana, https://media.dojmt.gov/wp-content/uploads/Kuhana.pdf ,"Kuhana Associates, LLC",2017-01-30 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-01-17 00:00:00,Montana
1/18/2017-1/18/2017,2017-01-18 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Persante.pdf ,Persante,2017-01-31 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-01-18 00:00:00,Montana
12/21/2016-12/21/2016,2016-12-21 00:00:00,67 in Montana, https://media.dojmt.gov/wp-content/uploads/Hutchinson-and-Bloodgood-LLP.pdf ,Hutchinson and Bloodgood LLP,2017-02-01 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-12-21 00:00:00,Montana
1/11/2017-1/11/2017,2017-01-11 00:00:00,7 in Montana, https://media.dojmt.gov/wp-content/uploads/Aero-Air.pdf ,Aero Air,2017-02-02 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-01-11 00:00:00,Montana
6/23/2016-12/13/2016,2016-12-13 00:00:00,3 in Montana, https://media.dojmt.gov/wp-content/uploads/King-McNamara-Moriarty.pdf ,King McNamara Moriarty,2017-02-02 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-06-23 00:00:00,Montana
2/2/2017-2/2/2017,2017-02-02 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Corporate-Travel-Planners.pdf ,Corporate Travel Planners,2017-02-03 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-02-02 00:00:00,Montana
11/16/2016-11/16/2016,2016-11-16 00:00:00,9 in Montana, https://media.dojmt.gov/wp-content/uploads/Conover.pdf ,"Conover Capital Management, LLC / Conover Securities Corporation",2017-02-03 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-11-16 00:00:00,Montana
9/1/2016-1/9/2017,2017-01-09 00:00:00,353 in Montana, https://media.dojmt.gov/wp-content/uploads/Capital-One-3.pdf ,Capital One,2017-02-06 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-01 00:00:00,Montana
1/23/2017-1/23/2017,2017-01-23 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Sky-Climber-LLC.pdf ,"Sky Climber, LLC",2017-02-06 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-01-23 00:00:00,Montana
12/31/2016-12/31/2016,2016-12-31 00:00:00,10 in Montana, https://media.dojmt.gov/wp-content/uploads/Berkeley.pdf ,Berkeley College,2017-02-06 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-12-31 00:00:00,Montana
12/1/2016-12/7/2016,2016-12-07 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/The-Federal-Savings-Bank-2.pdf ,The Federal Savings Bank,2017-02-07 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-12-01 00:00:00,Montana
3/1/2016-5/31/2016,2016-05-31 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Land-Title.pdf ,Land Title,2017-02-07 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-03-01 00:00:00,Montana
11/21/2016-11/21/2016,2016-11-21 00:00:00,7 in Montana, https://media.dojmt.gov/wp-content/uploads/Boeing.pdf ,Boeing,2017-02-08 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-11-21 00:00:00,Montana
1/25/2017-1/25/2017,2017-01-25 00:00:00,3 in Montana, https://media.dojmt.gov/wp-content/uploads/SouthEast-Alaska-Regional-Health-Consortium.pdf ,SouthEast Alaska Regional Health Consortium,2017-02-08 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-01-25 00:00:00,Montana
2/2/2017-2/2/2017,2017-02-02 00:00:00,3 in Montana, https://media.dojmt.gov/wp-content/uploads/College-of-Southern-Idaho.pdf ,College of Southern Idaho,2017-02-08 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-02-02 00:00:00,Montana
1/20/2017-1/20/2017,2017-01-20 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Klondex-Mines.pdf ,Klondex Mines,2017-02-09 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-01-20 00:00:00,Montana
